rank,symbol,score,status,conf%,pumptime,age,num_triggers,triggers
2,JTO/USDT,22,🟢 STRONGUPTREND,77,N/A,16,19,+3.35%,+17.72%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=65.1 Bullish StochK>72.2 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike High Volume Spike EMA+Volume Combo VWAP+Volume Combo OBV+AD Combo
3,KAIA/USDT,18,🟢 STRONGUPTREND,50,N/A,16,17,+18.12%,+20.79%,"EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=77.9 Bullish RSI=77.9 Overbought, but bullish StochK>80.4 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo"
4,XRP/USDT,14,🔥 HOT,47,N/A,16,14,+1.15%,+1.22%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.3 Bullish StochK>85.2 Bullish ATR Volatility Spike Price > VWAP CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
5,XMR/USDT,12,🔥 HOT,50,N/A,16,10,-1.82%,-3.10%,MACD Bullish Cross StochK>83.6 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
6,DOGE/USDT,12,🔥 HOT,51,N/A,16,12,+2.88%,+3.63%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.8 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
7,HBAR/USDT,12,🔥 HOT,66,N/A,5,10,+0.11%,+0.78%,EMA9>EMA21 Bullish StochK>48.6 Bullish Price > BB Middle Price > VWAP Accum/Dist Up TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo VWAP+Volume Combo
8,ICP/USDT,12,🔥 HOT,54,N/A,7,12,+2.05%,+1.75%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>62.2 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
9,SYRUP/USDT,12,🔥 HOT,59,N/A,16,12,+3.57%,+15.44%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=65.3 Bullish Price > BB Middle Price > VWAP Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
10,XLM/USDT,11,🔥 HOT,57,N/A,16,11,+1.40%,+2.84%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=63.5 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
11,VIRTUAL/USDT,11,🔥 HOT,43,N/A,3,10,+1.27%,+5.75%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>33.8 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive Bullish Engulfing Candle
12,AAVE/USDT,10,🔥 HOT,44,N/A,6,10,+0.38%,+5.64%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>58.3 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
13,ARB/USDT,10,🔥 HOT,48,N/A,3,9,-0.42%,+9.36%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>20.4 Bullish CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
14,VET/USDT,10,🔥 HOT,45,N/A,9,9,-0.70%,+2.12%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>29.5 Bullish CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
15,HYPE/USDT,9,🚀 Pump,59,N/A,1,9,+1.87%,+5.87%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up ROC Positive TRIX Bullish Momentum Positive
16,SUI/USDT,9,🚀 Pump,30,N/A,2,9,+0.80%,+2.15%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up ROC Positive TRIX Bullish Momentum Positive
17,ADA/USDT,9,🚀 Pump,49,N/A,2,9,+1.26%,+1.82%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
18,ONDO/USDT,9,🚀 Pump,56,N/A,3,9,+0.46%,+2.74%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>53.8 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish TRIX Bullish Momentum Positive
19,HUMA/USDT,9,🚀 Pump,63,N/A,7,8,-1.92%,-7.39%,StochK>70.1 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
20,ENS/USDT,9,🚀 Pump,51,N/A,5,9,+3.38%,+8.07%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.4 Bullish Price > BB Middle ATR Volatility Spike Accum/Dist Up ROC Positive TRIX Bullish Momentum Positive
1,JTO/USDT,22,🟢 STRONGUPTREND,65,N/A,17,19,+3.72%,+18.14%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=65.7 Bullish StochK>75.9 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike High Volume Spike EMA+Volume Combo VWAP+Volume Combo OBV+AD Combo
2,BCH/USDT,19,🟢 STRONGUPTREND,47,N/A,1,17,+1.95%,+4.79%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=64.7 Bullish StochK>77.8 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike High Volume Spike EMA+Volume Combo VWAP+Volume Combo
3,KAIA/USDT,18,🟢 STRONGUPTREND,50,N/A,17,17,+18.12%,+20.79%,"EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=77.9 Bullish RSI=77.9 Overbought, but bullish StochK>80.4 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo"
4,LINK/USDT,16,🔥 HOT,57,N/A,1,14,+0.59%,+6.08%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.3 Bullish StochK>61.0 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish TRIX Bullish Momentum Positive Z-Score Price Spike High Volume Spike EMA+Volume Combo VWAP+Volume Combo
5,XRP/USDT,14,🔥 HOT,53,N/A,17,14,+1.18%,+1.26%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.6 Bullish StochK>86.7 Bullish ATR Volatility Spike Price > VWAP CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
6,DOGE/USDT,14,🔥 HOT,55,N/A,17,14,+3.12%,+3.87%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.7 Bullish StochK>54.9 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
7,HBAR/USDT,13,🔥 HOT,77,N/A,6,11,+0.16%,+0.83%,EMA9>EMA21 Bullish StochK>51.4 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo VWAP+Volume Combo
8,SYRUP/USDT,13,🔥 HOT,55,N/A,17,13,+3.85%,+15.75%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=65.9 Bullish StochK>80.8 Bullish Price > BB Middle Price > VWAP Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
9,XMR/USDT,12,🔥 HOT,50,N/A,17,10,-1.82%,-3.10%,MACD Bullish Cross StochK>83.6 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
10,XLM/USDT,12,🔥 HOT,56,N/A,17,12,+1.54%,+2.99%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=64.5 Bullish StochK>66.2 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
11,ICP/USDT,12,🔥 HOT,52,N/A,8,12,+2.22%,+1.91%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>65.9 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
12,VIRTUAL/USDT,11,🔥 HOT,47,N/A,4,10,+1.29%,+5.77%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>34.3 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive Bullish Engulfing Candle
13,ADA/USDT,10,🔥 HOT,50,N/A,3,10,+1.37%,+1.93%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>56.4 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
14,AAVE/USDT,10,🔥 HOT,52,N/A,7,10,+0.59%,+5.86%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>63.1 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
15,ARB/USDT,10,🔥 HOT,47,N/A,4,9,-0.42%,+9.36%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>20.4 Bullish CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
16,ENS/USDT,10,🔥 HOT,52,N/A,6,10,+3.47%,+8.16%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.8 Bullish StochK>41.6 Bullish Price > BB Middle ATR Volatility Spike Accum/Dist Up ROC Positive TRIX Bullish Momentum Positive
17,VET/USDT,10,🔥 HOT,41,N/A,10,9,-0.58%,+2.24%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>32.4 Bullish CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
18,HYPE/USDT,9,🚀 Pump,45,N/A,2,9,+1.86%,+5.85%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up ROC Positive TRIX Bullish Momentum Positive
19,USDC/USDT,9,🚀 Pump,47,N/A,17,9,+0.01%,+0.03%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish ROC Positive TRIX Bullish Momentum Positive
20,ONDO/USDT,9,🚀 Pump,39,N/A,4,9,+0.48%,+2.76%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>54.6 Bullish Price > BB Middle Price > VWAP Accum/Dist Up Williams %R Bullish TRIX Bullish Momentum Positive
1,JTO/USDT,17,🟢 STRONGUPTREND,65,N/A,18,16,+4.36%,+19.76%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=66.6 Bullish StochK>82.1 Bullish Price > BB Middle Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo
2,XRP/USDT,15,🔥 HOT,42,N/A,18,14,+1.18%,+1.80%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.4 Bullish StochK>92.2 Bullish Price > VWAP OBV Uptrend CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike 20-bar Price Breakout
3,KAIA/USDT,14,🔥 HOT,47,N/A,18,14,+17.81%,+20.47%,"EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=77.3 Bullish RSI=77.3 Overbought, but bullish StochK>79.5 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike"
4,XLM/USDT,13,🔥 HOT,58,N/A,18,13,+1.15%,+3.40%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=64.0 Bullish StochK>64.6 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
5,BCH/USDT,13,🔥 HOT,57,N/A,2,13,+1.55%,+5.03%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=64.6 Bullish StochK>76.1 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
6,SYRUP/USDT,13,🔥 HOT,60,N/A,18,13,+4.36%,+15.67%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=65.1 Bullish StochK>73.8 Bullish Price > BB Middle Price > VWAP Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
7,XMR/USDT,12,🔥 HOT,50,N/A,18,10,-1.82%,-3.10%,MACD Bullish Cross StochK>83.6 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
8,DOGE/USDT,11,🔥 HOT,45,N/A,18,11,+2.77%,+4.91%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.2 Bullish StochK>50.4 Bullish Price > BB Middle Price > VWAP Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
9,ICP/USDT,11,🔥 HOT,58,N/A,9,11,+1.67%,+1.40%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>62.2 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
10,USDC/USDT,9,🚀 Pump,47,N/A,18,9,+0.00%,+0.03%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish ROC Positive TRIX Bullish Momentum Positive
11,AAVE/USDT,9,🚀 Pump,27,N/A,8,9,+0.19%,+6.22%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>61.4 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Williams %R Bullish TRIX Bullish Momentum Positive
12,HBAR/USDT,9,🚀 Pump,77,N/A,7,9,+0.01%,+1.45%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>51.1 Bullish Price > BB Middle Price > VWAP Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
13,ADA/USDT,8,🚀 Pump,47,N/A,4,8,+1.27%,+3.00%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>49.3 Bullish Price > BB Middle Price > VWAP ROC Positive TRIX Bullish Momentum Positive
14,WLD/USDT,8,🚀 Pump,59,N/A,1,7,-1.12%,+2.40%,SMA10>SMA20 Bullish StochK>22.6 Bullish OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
15,SOL/USDT,7,🚀 Pump,41,N/A,1,7,-0.67%,+4.00%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow TRIX Bullish Momentum Positive
16,HYPE/USDT,7,🚀 Pump,41,N/A,3,7,-0.10%,+7.08%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow TRIX Bullish Momentum Positive
17,SUI/USDT,7,🚀 Pump,43,N/A,1,7,+0.23%,+2.73%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow TRIX Bullish Momentum Positive
18,LINK/USDT,7,🚀 Pump,52,N/A,2,6,-0.26%,+5.91%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
19,ONDO/USDT,7,🚀 Pump,41,N/A,5,7,+0.16%,+3.24%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>47.3 Bullish Price > BB Middle Price > VWAP TRIX Bullish Momentum Positive
20,SHIB/USDT,7,🚀 Pump,48,N/A,1,7,+0.23%,+2.79%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>34.1 Bullish Price > BB Middle Price > VWAP TRIX Bullish Momentum Positive
1,JTO/USDT,17,🟢 STRONGUPTREND,70,N/A,19,16,+4.41%,+19.81%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=66.7 Bullish StochK>82.5 Bullish Price > BB Middle Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo
2,SYRUP/USDT,16,🟢 STRONGUPTREND,50,N/A,19,15,+5.12%,+16.51%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=66.8 Bullish StochK>84.1 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo
3,KAIA/USDT,14,🔥 HOT,51,N/A,19,14,+17.52%,+20.17%,"EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=76.2 Bullish RSI=76.2 Overbought, but bullish StochK>78.2 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike"
4,XLM/USDT,13,🔥 HOT,55,N/A,19,13,+1.07%,+3.33%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=63.0 Bullish StochK>61.5 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
5,XRP/USDT,12,🔥 HOT,50,N/A,19,12,+0.98%,+1.61%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>83.4 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
6,XMR/USDT,12,🔥 HOT,50,N/A,19,10,-1.82%,-3.10%,MACD Bullish Cross StochK>83.6 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
7,ICP/USDT,12,🔥 HOT,60,N/A,10,12,+1.81%,+1.55%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>65.5 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
8,BCH/USDT,11,🔥 HOT,46,N/A,3,11,+1.23%,+4.70%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.4 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
9,DOGE/USDT,9,🚀 Pump,50,N/A,19,9,+2.69%,+4.83%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.8 Bullish Price > BB Middle Price > VWAP ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
10,USDC/USDT,9,🚀 Pump,47,N/A,19,9,+0.00%,+0.03%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish ROC Positive TRIX Bullish Momentum Positive
11,AAVE/USDT,9,🚀 Pump,57,N/A,9,9,+0.15%,+6.18%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>60.5 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Williams %R Bullish TRIX Bullish Momentum Positive
12,TRUMP/USDT,9,🚀 Pump,60,N/A,1,8,-0.37%,+1.97%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>32.3 Bullish OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
13,HUMA/USDT,9,🚀 Pump,60,N/A,1,8,+0.49%,-9.09%,StochK>79.1 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
14,SOL/USDT,8,🚀 Pump,46,N/A,2,8,-0.57%,+4.10%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive
15,LINK/USDT,8,🚀 Pump,49,N/A,3,7,-0.72%,+5.42%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish ATR Volatility Spike TRIX Bullish Momentum Positive High Volume Spike EMA+Volume Combo
16,VIRTUAL/USDT,8,🚀 Pump,36,N/A,1,8,-0.38%,+6.81%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>33.6 Bullish Price > BB Middle CMF Positive Flow Accum/Dist Up TRIX Bullish Momentum Positive
17,OP/USDT,8,🚀 Pump,56,N/A,1,7,+0.57%,+10.59%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
18,COMP/USDT,8,🚀 Pump,74,N/A,1,8,+0.18%,+14.61%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.3 Bullish StochK>41.4 Bullish Price > BB Middle Price > VWAP TRIX Bullish Momentum Positive
19,HYPE/USDT,7,🚀 Pump,82,N/A,4,7,-0.02%,+7.15%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow TRIX Bullish Momentum Positive
20,ADA/USDT,7,🚀 Pump,58,N/A,5,7,+1.10%,+2.82%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP ROC Positive TRIX Bullish Momentum Positive
1,JTO/USDT,18,🟢 STRONGUPTREND,65,N/A,20,17,+4.64%,+20.07%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=67.0 Bullish StochK>84.9 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo
2,SYRUP/USDT,16,🟢 STRONGUPTREND,56,N/A,20,15,+4.83%,+16.18%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=66.2 Bullish StochK>80.1 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike OBV+AD Combo
3,USDC/USDT,13,🔥 HOT,46,N/A,20,13,+0.01%,+0.04%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>100.0 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
4,KAIA/USDT,13,🔥 HOT,53,N/A,20,13,+17.24%,+19.88%,"EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=75.2 Bullish RSI=75.2 Overbought, but bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike"
5,XMR/USDT,12,🔥 HOT,50,N/A,20,10,-1.82%,-3.10%,MACD Bullish Cross StochK>83.6 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
6,COMP/USDT,12,🔥 HOT,87,N/A,2,11,+0.42%,+14.88%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.2 Bullish StochK>44.8 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
7,XRP/USDT,11,🔥 HOT,46,N/A,20,11,+0.70%,+1.33%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish Price > BB Middle Price > VWAP CMF Positive Flow CCI Bullish Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
8,FARTCOIN/USDT,11,🔥 HOT,48,N/A,1,10,+2.32%,+8.25%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>46.5 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
9,SHIB/USDT,11,🔥 HOT,48,N/A,1,10,+0.38%,+2.95%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>38.6 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
10,BCH/USDT,11,🔥 HOT,46,N/A,4,11,+1.28%,+4.75%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.8 Bullish Price > BB Middle ATR Volatility Spike Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
11,AAVE/USDT,10,🔥 HOT,54,N/A,10,10,+0.26%,+6.29%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>62.9 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Accum/Dist Up Williams %R Bullish TRIX Bullish Momentum Positive
12,XLM/USDT,10,🔥 HOT,62,N/A,20,10,+0.93%,+3.18%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=61.2 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
13,ICP/USDT,10,🔥 HOT,65,N/A,11,10,+1.44%,+1.17%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>56.9 Bullish Price > BB Middle Price > VWAP CMF Positive Flow Williams %R Bullish ROC Positive TRIX Bullish Momentum Positive
14,DOGE/USDT,9,🚀 Pump,49,N/A,20,9,+2.63%,+4.76%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish RSI=60.4 Bullish Price > BB Middle Price > VWAP ROC Positive TRIX Bullish Momentum Positive Z-Score Price Spike
15,TRUMP/USDT,9,🚀 Pump,61,N/A,2,8,-0.37%,+1.97%,EMA9>EMA21 Bullish SMA10>SMA20 Bullish StochK>32.3 Bullish OBV Uptrend Accum/Dist Up TRIX Bullish Momentum Positive OBV+AD Combo
16,HUMA/USDT,9,🚀 Pump,68,N/A,2,8,+0.68%,-8.92%,StochK>82.7 Bullish Price > BB Middle Price > VWAP OBV Uptrend Accum/Dist Up Williams %R Bullish ROC Positive OBV+AD Combo
